instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_indonesia,weather_indonesia,month_indonesia
14165,2012-08-18,Fall,2012,8,9,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.65,0.2836,81,211,292,Musim Gugur,Cerah,Agustus
14166,2012-08-18,Fall,2012,8,10,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.54,0.1642,166,314,480,Musim Gugur,Cerah,Agustus
14167,2012-08-18,Fall,2012,8,11,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.51,0.0,180,356,536,Musim Gugur,Cerah,Agustus
14168,2012-08-18,Fall,2012,8,12,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.194,266,388,654,Musim Gugur,Cerah,Agustus
14169,2012-08-18,Fall,2012,8,13,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.194,289,355,644,Musim Gugur,Cerah,Agustus
14170,2012-08-18,Fall,2012,8,14,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.2836,242,356,598,Musim Gugur,Cerah,Agustus
14171,2012-08-18,Fall,2012,8,15,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.2239,250,346,596,Musim Gugur,Cerah,Agustus
14172,2012-08-18,Fall,2012,8,16,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.2537,287,354,641,Musim Gugur,Cerah,Agustus
14173,2012-08-18,Fall,2012,8,17,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.2239,256,379,635,Musim Gugur,Cerah,Agustus
14174,2012-08-18,Fall,2012,8,18,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.37,0.1642,225,329,554,Musim Gugur,Cerah,Agustus
14175,2012-08-18,Fall,2012,8,19,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.7,0.6364,0.45,0.1642,164,324,488,Musim Gugur,Cerah,Agustus
14176,2012-08-18,Fall,2012,8,20,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.7,0.6364,0.45,0.1045,99,242,341,Musim Gugur,Cerah,Agustus
14177,2012-08-18,Fall,2012,8,21,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.61,0.0,90,248,338,Musim Gugur,Cerah,Agustus
14178,2012-08-18,Fall,2012,8,22,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.61,0.0,90,171,261,Musim Gugur,Cerah,Agustus
14179,2012-08-18,Fall,2012,8,23,0,6,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.65,0.0896,60,175,235,Musim Gugur,Cerah,Agustus
14180,2012-08-19,Fall,2012,8,0,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.57,0.0896,44,143,187,Musim Gugur,Cerah,Agustus
14181,2012-08-19,Fall,2012,8,1,0,0,Hari Libur,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.65,0.0,29,102,131,Musim Gugur,Cerah,Agustus
14182,2012-08-19,Fall,2012,8,2,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.6061,0.69,0.0896,16,103,119,Musim Gugur,Berawan/Berkabut,Agustus
14183,2012-08-19,Fall,2012,8,3,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.6061,0.61,0.1642,21,34,55,Musim Gugur,Berawan/Berkabut,Agustus
14184,2012-08-19,Fall,2012,8,4,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.6061,0.65,0.1642,4,22,26,Musim Gugur,Berawan/Berkabut,Agustus
14185,2012-08-19,Fall,2012,8,5,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5909,0.73,0.1343,3,8,11,Musim Gugur,Berawan/Berkabut,Agustus
14186,2012-08-19,Fall,2012,8,6,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.6061,0.69,0.1045,5,15,20,Musim Gugur,Berawan/Berkabut,Agustus
14187,2012-08-19,Fall,2012,8,7,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.6061,0.69,0.1343,12,29,41,Musim Gugur,Berawan/Berkabut,Agustus
14188,2012-08-19,Fall,2012,8,8,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.69,0.1045,34,90,124,Musim Gugur,Berawan/Berkabut,Agustus
14189,2012-08-19,Fall,2012,8,9,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.74,0.0,86,184,270,Musim Gugur,Berawan/Berkabut,Agustus
14190,2012-08-19,Fall,2012,8,10,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.68,0.6364,0.69,0.0,138,287,425,Musim Gugur,Berawan/Berkabut,Agustus
14191,2012-08-19,Fall,2012,8,11,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.64,0.5909,0.78,0.1642,83,189,272,Musim Gugur,Hujan Ringan/Salju,Agustus
14192,2012-08-19,Fall,2012,8,12,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.64,0.6061,0.73,0.0,112,186,298,Musim Gugur,Hujan Ringan/Salju,Agustus
14193,2012-08-19,Fall,2012,8,13,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.64,0.5758,0.83,0.1343,50,112,162,Musim Gugur,Hujan Ringan/Salju,Agustus
14194,2012-08-19,Fall,2012,8,14,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.64,0.6061,0.73,0.0,41,108,149,Musim Gugur,Hujan Ringan/Salju,Agustus
14195,2012-08-19,Fall,2012,8,15,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.65,0.0,89,187,276,Musim Gugur,Berawan/Berkabut,Agustus
14196,2012-08-19,Fall,2012,8,16,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.65,0.0,97,259,356,Musim Gugur,Berawan/Berkabut,Agustus
14197,2012-08-19,Fall,2012,8,17,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5909,0.78,0.1045,76,267,343,Musim Gugur,Berawan/Berkabut,Agustus
14198,2012-08-19,Fall,2012,8,18,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.5909,0.78,0.1045,86,291,377,Musim Gugur,Berawan/Berkabut,Agustus
14199,2012-08-19,Fall,2012,8,19,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.73,0.1343,72,269,341,Musim Gugur,Berawan/Berkabut,Agustus
14200,2012-08-19,Fall,2012,8,20,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.73,0.194,61,213,274,Musim Gugur,Berawan/Berkabut,Agustus
14201,2012-08-19,Fall,2012,8,21,0,0,Hari Libur,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.62,0.5909,0.78,0.0896,36,154,190,Musim Gugur,Hujan Ringan/Salju,Agustus
14202,2012-08-19,Fall,2012,8,22,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5909,0.78,0.1642,6,50,56,Musim Gugur,Berawan/Berkabut,Agustus
14203,2012-08-19,Fall,2012,8,23,0,0,Hari Libur,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5909,0.73,0.0,7,39,46,Musim Gugur,Berawan/Berkabut,Agustus
14204,2012-08-20,Fall,2012,8,0,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5606,0.83,0.1045,1,25,26,Musim Gugur,Berawan/Berkabut,Agustus
14205,2012-08-20,Fall,2012,8,1,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5606,0.83,0.1642,0,10,10,Musim Gugur,Cerah,Agustus
14206,2012-08-20,Fall,2012,8,2,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5606,0.83,0.1642,0,5,5,Musim Gugur,Cerah,Agustus
14207,2012-08-20,Fall,2012,8,3,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5455,0.88,0.1045,0,3,3,Musim Gugur,Cerah,Agustus
14208,2012-08-20,Fall,2012,8,4,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5606,0.83,0.0896,0,7,7,Musim Gugur,Berawan/Berkabut,Agustus
14209,2012-08-20,Fall,2012,8,5,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5606,0.83,0.0,2,35,37,Musim Gugur,Berawan/Berkabut,Agustus
14210,2012-08-20,Fall,2012,8,6,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5758,0.78,0.1343,6,155,161,Musim Gugur,Berawan/Berkabut,Agustus
14211,2012-08-20,Fall,2012,8,7,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5909,0.78,0.1343,15,427,442,Musim Gugur,Berawan/Berkabut,Agustus
14212,2012-08-20,Fall,2012,8,8,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5909,0.73,0.1045,37,618,655,Musim Gugur,Berawan/Berkabut,Agustus
14213,2012-08-20,Fall,2012,8,9,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.69,0.0,55,302,357,Musim Gugur,Berawan/Berkabut,Agustus
14214,2012-08-20,Fall,2012,8,10,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.69,0.0896,69,124,193,Musim Gugur,Berawan/Berkabut,Agustus
14215,2012-08-20,Fall,2012,8,11,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.65,0.1045,90,151,241,Musim Gugur,Cerah,Agustus
14216,2012-08-20,Fall,2012,8,12,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.61,0.1045,66,216,282,Musim Gugur,Berawan/Berkabut,Agustus
14217,2012-08-20,Fall,2012,8,13,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.58,0.1343,97,194,291,Musim Gugur,Cerah,Agustus
14218,2012-08-20,Fall,2012,8,14,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.54,0.1642,87,188,275,Musim Gugur,Cerah,Agustus
14219,2012-08-20,Fall,2012,8,15,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.54,0.2537,102,207,309,Musim Gugur,Cerah,Agustus
14220,2012-08-20,Fall,2012,8,16,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.54,0.2537,103,357,460,Musim Gugur,Cerah,Agustus
14221,2012-08-20,Fall,2012,8,17,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.58,0.2836,83,810,893,Musim Gugur,Cerah,Agustus
14222,2012-08-20,Fall,2012,8,18,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5909,0.78,0.2537,89,726,815,Musim Gugur,Berawan/Berkabut,Agustus
14223,2012-08-20,Fall,2012,8,19,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5909,0.78,0.194,33,266,299,Musim Gugur,Berawan/Berkabut,Agustus
14224,2012-08-20,Fall,2012,8,20,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5758,0.83,0.2836,30,231,261,Musim Gugur,Berawan/Berkabut,Agustus
14225,2012-08-20,Fall,2012,8,21,0,1,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5606,0.83,0.0,26,219,245,Musim Gugur,Cerah,Agustus
14226,2012-08-20,Fall,2012,8,22,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5606,0.83,0.0,25,136,161,Musim Gugur,Berawan/Berkabut,Agustus
14227,2012-08-20,Fall,2012,8,23,0,1,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5606,0.83,0.0,10,92,102,Musim Gugur,Berawan/Berkabut,Agustus
14228,2012-08-21,Fall,2012,8,0,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5606,0.83,0.0896,7,52,59,Musim Gugur,Berawan/Berkabut,Agustus
14229,2012-08-21,Fall,2012,8,1,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5606,0.83,0.1343,11,22,33,Musim Gugur,Berawan/Berkabut,Agustus
14230,2012-08-21,Fall,2012,8,2,0,2,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.58,0.5455,0.88,0.2836,1,7,8,Musim Gugur,Berawan/Berkabut,Agustus
14231,2012-08-21,Fall,2012,8,3,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.88,0.0,0,3,3,Musim Gugur,Cerah,Agustus
14232,2012-08-21,Fall,2012,8,4,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.88,0.0,0,4,4,Musim Gugur,Cerah,Agustus
14233,2012-08-21,Fall,2012,8,5,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.83,0.0896,4,30,34,Musim Gugur,Cerah,Agustus
14234,2012-08-21,Fall,2012,8,6,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.83,0.1045,5,164,169,Musim Gugur,Cerah,Agustus
14235,2012-08-21,Fall,2012,8,7,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5758,0.78,0.1045,19,500,519,Musim Gugur,Cerah,Agustus
14236,2012-08-21,Fall,2012,8,8,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5758,0.78,0.1343,27,696,723,Musim Gugur,Cerah,Agustus
14237,2012-08-21,Fall,2012,8,9,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.69,0.0,47,281,328,Musim Gugur,Cerah,Agustus
14238,2012-08-21,Fall,2012,8,10,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.61,0.1045,58,120,178,Musim Gugur,Cerah,Agustus
14239,2012-08-21,Fall,2012,8,11,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.54,0.0,61,195,256,Musim Gugur,Cerah,Agustus
14240,2012-08-21,Fall,2012,8,12,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6515,0.45,0.0,79,226,305,Musim Gugur,Cerah,Agustus
14241,2012-08-21,Fall,2012,8,13,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6515,0.4,0.0,76,255,331,Musim Gugur,Cerah,Agustus
14242,2012-08-21,Fall,2012,8,14,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.0896,110,192,302,Musim Gugur,Cerah,Agustus
14243,2012-08-21,Fall,2012,8,15,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.0,76,226,302,Musim Gugur,Cerah,Agustus
14244,2012-08-21,Fall,2012,8,16,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6667,0.37,0.0,109,358,467,Musim Gugur,Cerah,Agustus
14245,2012-08-21,Fall,2012,8,17,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.51,0.2836,92,786,878,Musim Gugur,Cerah,Agustus
14246,2012-08-21,Fall,2012,8,18,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.54,0.2239,93,532,625,Musim Gugur,Cerah,Agustus
14247,2012-08-21,Fall,2012,8,19,0,2,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.62,0.5909,0.73,0.1045,56,420,476,Musim Gugur,Hujan Ringan/Salju,Agustus
14248,2012-08-21,Fall,2012,8,20,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.0,62,296,358,Musim Gugur,Cerah,Agustus
14249,2012-08-21,Fall,2012,8,21,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.0,41,239,280,Musim Gugur,Cerah,Agustus
14250,2012-08-21,Fall,2012,8,22,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.5909,0.78,0.0,24,208,232,Musim Gugur,Cerah,Agustus
14251,2012-08-21,Fall,2012,8,23,0,2,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0,23,113,136,Musim Gugur,Cerah,Agustus
14252,2012-08-22,Fall,2012,8,0,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.1045,9,46,55,Musim Gugur,Cerah,Agustus
14253,2012-08-22,Fall,2012,8,1,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.78,0.0,1,20,21,Musim Gugur,Cerah,Agustus
14254,2012-08-22,Fall,2012,8,2,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.78,0.0,7,10,17,Musim Gugur,Cerah,Agustus
14255,2012-08-22,Fall,2012,8,3,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.78,0.0,0,7,7,Musim Gugur,Cerah,Agustus
14256,2012-08-22,Fall,2012,8,4,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.58,0.5455,0.83,0.1045,1,7,8,Musim Gugur,Cerah,Agustus
14257,2012-08-22,Fall,2012,8,5,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.6,0.5758,0.78,0.0,2,38,40,Musim Gugur,Cerah,Agustus
14258,2012-08-22,Fall,2012,8,6,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.73,0.0,12,175,187,Musim Gugur,Cerah,Agustus
14259,2012-08-22,Fall,2012,8,7,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.78,0.0,16,537,553,Musim Gugur,Cerah,Agustus
14260,2012-08-22,Fall,2012,8,8,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.0896,37,703,740,Musim Gugur,Cerah,Agustus
14261,2012-08-22,Fall,2012,8,9,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.65,0.0,41,335,376,Musim Gugur,Cerah,Agustus
14262,2012-08-22,Fall,2012,8,10,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.61,0.0896,66,159,225,Musim Gugur,Cerah,Agustus
14263,2012-08-22,Fall,2012,8,11,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.58,0.0896,71,196,267,Musim Gugur,Cerah,Agustus
14264,2012-08-22,Fall,2012,8,12,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.51,0.0,59,253,312,Musim Gugur,Cerah,Agustus
14265,2012-08-22,Fall,2012,8,13,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.48,0.1045,74,242,316,Musim Gugur,Cerah,Agustus
14266,2012-08-22,Fall,2012,8,14,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.45,0.1045,82,184,266,Musim Gugur,Cerah,Agustus
14267,2012-08-22,Fall,2012,8,15,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.48,0.1343,94,222,316,Musim Gugur,Cerah,Agustus
14268,2012-08-22,Fall,2012,8,16,0,3,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.74,0.6818,0.55,0.2239,102,358,460,Musim Gugur,Hujan Ringan/Salju,Agustus
14269,2012-08-22,Fall,2012,8,17,0,3,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.74,0.6818,0.55,0.2239,72,711,783,Musim Gugur,Hujan Ringan/Salju,Agustus
14270,2012-08-22,Fall,2012,8,18,0,3,Hari Kerja,"Light Snow, Light Rain + Thunderstorm + Scattered clouds",0.66,0.6212,0.61,0.2239,91,592,683,Musim Gugur,Hujan Ringan/Salju,Agustus
14271,2012-08-22,Fall,2012,8,19,0,3,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.74,0.0,56,524,580,Musim Gugur,Berawan/Berkabut,Agustus
14272,2012-08-22,Fall,2012,8,20,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.194,59,332,391,Musim Gugur,Cerah,Agustus
14273,2012-08-22,Fall,2012,8,21,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.0,60,291,351,Musim Gugur,Cerah,Agustus
14274,2012-08-22,Fall,2012,8,22,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.0,55,226,281,Musim Gugur,Cerah,Agustus
14275,2012-08-22,Fall,2012,8,23,0,3,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.83,0.0,27,113,140,Musim Gugur,Cerah,Agustus
14276,2012-08-23,Fall,2012,8,0,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.64,0.5909,0.78,0.0,9,51,60,Musim Gugur,Cerah,Agustus
14277,2012-08-23,Fall,2012,8,1,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0,10,15,25,Musim Gugur,Cerah,Agustus
14278,2012-08-23,Fall,2012,8,2,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0,9,11,20,Musim Gugur,Cerah,Agustus
14279,2012-08-23,Fall,2012,8,3,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0896,3,6,9,Musim Gugur,Cerah,Agustus
14280,2012-08-23,Fall,2012,8,4,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0,0,6,6,Musim Gugur,Cerah,Agustus
14281,2012-08-23,Fall,2012,8,5,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.0,1,36,37,Musim Gugur,Cerah,Agustus
14282,2012-08-23,Fall,2012,8,6,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.6,0.5455,0.88,0.0896,14,178,192,Musim Gugur,Berawan/Berkabut,Agustus
14283,2012-08-23,Fall,2012,8,7,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.62,0.5758,0.83,0.0896,18,463,481,Musim Gugur,Berawan/Berkabut,Agustus
14284,2012-08-23,Fall,2012,8,8,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.74,0.0896,45,662,707,Musim Gugur,Berawan/Berkabut,Agustus
14285,2012-08-23,Fall,2012,8,9,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.7,0.6515,0.7,0.0,58,354,412,Musim Gugur,Berawan/Berkabut,Agustus
14286,2012-08-23,Fall,2012,8,10,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6818,0.58,0.0896,76,157,233,Musim Gugur,Cerah,Agustus
14287,2012-08-23,Fall,2012,8,11,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.48,0.0896,86,192,278,Musim Gugur,Cerah,Agustus
14288,2012-08-23,Fall,2012,8,12,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.6818,0.38,0.0,97,235,332,Musim Gugur,Cerah,Agustus
14289,2012-08-23,Fall,2012,8,13,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.82,0.7273,0.38,0.0896,93,253,346,Musim Gugur,Cerah,Agustus
14290,2012-08-23,Fall,2012,8,14,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.697,0.46,0.2239,114,191,305,Musim Gugur,Cerah,Agustus
14291,2012-08-23,Fall,2012,8,15,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.78,0.697,0.46,0.1343,104,201,305,Musim Gugur,Cerah,Agustus
14292,2012-08-23,Fall,2012,8,16,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.48,0.1642,121,344,465,Musim Gugur,Cerah,Agustus
14293,2012-08-23,Fall,2012,8,17,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.45,0.2239,111,709,820,Musim Gugur,Cerah,Agustus
14294,2012-08-23,Fall,2012,8,18,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.48,0.2239,130,811,941,Musim Gugur,Cerah,Agustus
14295,2012-08-23,Fall,2012,8,19,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.51,0.0896,96,537,633,Musim Gugur,Cerah,Agustus
14296,2012-08-23,Fall,2012,8,20,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.61,0.1045,70,404,474,Musim Gugur,Cerah,Agustus
14297,2012-08-23,Fall,2012,8,21,0,4,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.61,0.1343,53,276,329,Musim Gugur,Cerah,Agustus
14298,2012-08-23,Fall,2012,8,22,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.68,0.6364,0.61,0.1045,21,177,198,Musim Gugur,Berawan/Berkabut,Agustus
14299,2012-08-23,Fall,2012,8,23,0,4,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.69,0.0,24,133,157,Musim Gugur,Berawan/Berkabut,Agustus
14300,2012-08-24,Fall,2012,8,0,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.66,0.6212,0.69,0.0,27,84,111,Musim Gugur,Berawan/Berkabut,Agustus
14301,2012-08-24,Fall,2012,8,1,0,5,Hari Kerja,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds",0.64,0.6061,0.73,0.0,5,37,42,Musim Gugur,Berawan/Berkabut,Agustus
14302,2012-08-24,Fall,2012,8,2,0,5,Hari Kerja,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.69,0.0,1,15,16,Musim Gugur,Cerah,Agustus
